,date,province,province_n,type,value
48,2020/1/19,Shandong,山东,cured,0
49,2020/1/19,Shanghai,上海,confirmed_cases,0
50,2020/1/19,Shanghai,上海,cured,0
51,2020/1/19,Shanxi,山西,confirmed_cases,0
52,2020/1/19,Shanxi,山西,cured,0
53,2020/1/19,Shannxi,陕西,confirmed_cases,0
54,2020/1/19,Shannxi,陕西,cured,0
55,2020/1/19,Tianjing,天津,confirmed_cases,0
56,2020/1/19,Tianjing,天津,cured,0
57,2020/1/19,Taiwan,台湾,confirmed_cases,0
58,2020/1/19,Taiwan,台湾,cured,0
59,2020/1/19,Hong.Kong,香港,confirmed_cases,0
60,2020/1/19,Hong.Kong,香港,cured,0
61,2020/1/19,Xinjiang,新疆,confirmed_cases,0
62,2020/1/19,Xinjiang,新疆,cured,0
63,2020/1/19,Tibet,西藏,confirmed_cases,0
64,2020/1/19,Tibet,西藏,cured,0
65,2020/1/19,Yunnan,云南,confirmed_cases,0
66,2020/1/19,Yunnan,云南,cured,0
67,2020/1/19,Zhejiang,浙江,confirmed_cases,0
68,2020/1/19,Zhejiang,浙江,cured,0
69,2020/1/20,Anhui,安徽,confirmed_cases,0
70,2020/1/20,Anhui,安徽,cured,0
71,2020/1/20,Macao,澳门,confirmed_cases,0
72,2020/1/20,Macao,澳门,cured,0
73,2020/1/20,Beijing,北京,confirmed_cases,5
74,2020/1/20,Beijing,北京,cured,0
75,2020/1/20,Chongqing,重庆,confirmed_cases,0
76,2020/1/20,Chongqing,重庆,cured,0
77,2020/1/20,Guangdong,广东,confirmed_cases,1
78,2020/1/20,Guangdong,广东,cured,0
79,2020/1/20,Gansu,甘肃,confirmed_cases,0
80,2020/1/20,Gansu,甘肃,cured,0
81,2020/1/20,Guangxi,广西,confirmed_cases,0
82,2020/1/20,Guangxi,广西,cured,0
83,2020/1/20,Guizhou,贵州,confirmed_cases,0
84,2020/1/20,Guizhou,贵州,cured,0
85,2020/1/20,Henan,河南,confirmed_cases,0
86,2020/1/20,Henan,河南,cured,0
87,2020/1/20,Hubei,湖北,confirmed_cases,270
88,2020/1/20,Hubei,湖北,cured,25
89,2020/1/20,Hebei,河北,confirmed_cases,0
90,2020/1/20,Hebei,河北,cured,0
91,2020/1/20,Fujian,福建,confirmed_cases,0
92,2020/1/20,Fujian,福建,cured,0
93,2020/1/20,Heilongjiang,黑龙江,confirmed_cases,0
94,2020/1/20,Heilongjiang,黑龙江,cured,0
95,2020/1/20,Hunan,湖南,confirmed_cases,0
96,2020/1/20,Hunan,湖南,cured,0
97,2020/1/20,Hainan,海南,confirmed_cases,0
98,2020/1/20,Hainan,海南,cured,0
99,2020/1/20,Jilin,吉林,confirmed_cases,0
100,2020/1/20,Jilin,吉林,cured,0
101,2020/1/20,Jiangsu,江苏,confirmed_cases,0
102,2020/1/20,Jiangsu,江苏,cured,0
103,2020/1/20,Jiangxi,江西,confirmed_cases,0
104,2020/1/20,Jiangxi,江西,cured,0
105,2020/1/20,Liaoning,辽宁,confirmed_cases,0
106,2020/1/20,Liaoning,辽宁,cured,0
107,2020/1/20,Inner.Mongoria,内蒙古,confirmed_cases,0
108,2020/1/20,Inner.Mongoria,内蒙古,cured,0
109,2020/1/20,Ningxia,宁夏,confirmed_cases,0
110,2020/1/20,Ningxia,宁夏,cured,0
111,2020/1/20,Qinghai,青海,confirmed_cases,0
112,2020/1/20,Qinghai,青海,cured,0
113,2020/1/20,Sichuan,四川,confirmed_cases,0
114,2020/1/20,Sichuan,四川,cured,0
115,2020/1/20,Shandong,山东,confirmed_cases,0
116,2020/1/20,Shandong,山东,cured,0
117,2020/1/20,Shanghai,上海,confirmed_cases,1
118,2020/1/20,Shanghai,上海,cured,0
119,2020/1/20,Shanxi,山西,confirmed_cases,0
120,2020/1/20,Shanxi,山西,cured,0
121,2020/1/20,Shannxi,陕西,confirmed_cases,0
122,2020/1/20,Shannxi,陕西,cured,0
123,2020/1/20,Tianjing,天津,confirmed_cases,0
124,2020/1/20,Tianjing,天津,cured,0
125,2020/1/20,Taiwan,台湾,confirmed_cases,0
126,2020/1/20,Taiwan,台湾,cured,0
127,2020/1/20,Hong.Kong,香港,confirmed_cases,0
128,2020/1/20,Hong.Kong,香港,cured,0
129,2020/1/20,Xinjiang,新疆,confirmed_cases,0
130,2020/1/20,Xinjiang,新疆,cured,0
131,2020/1/20,Tibet,西藏,confirmed_cases,0
132,2020/1/20,Tibet,西藏,cured,0
133,2020/1/20,Yunnan,云南,confirmed_cases,0
134,2020/1/20,Yunnan,云南,cured,0
135,2020/1/20,Zhejiang,浙江,confirmed_cases,5
136,2020/1/20,Zhejiang,浙江,cured,0
137,2020/1/21,Anhui,安徽,confirmed_cases,0
138,2020/1/21,Anhui,安徽,cured,0
139,2020/1/21,Macao,澳门,confirmed_cases,0
140,2020/1/21,Macao,澳门,cured,0
141,2020/1/21,Beijing,北京,confirmed_cases,10
142,2020/1/21,Beijing,北京,cured,0
143,2020/1/21,Chongqing,重庆,confirmed_cases,5
144,2020/1/21,Chongqing,重庆,cured,0
145,2020/1/21,Guangdong,广东,confirmed_cases,3
146,2020/1/21,Guangdong,广东,cured,0
147,2020/1/21,Gansu,甘肃,confirmed_cases,0
148,2020/1/21,Gansu,甘肃,cured,0
149,2020/1/21,Guangxi,广西,confirmed_cases,0
150,2020/1/21,Guangxi,广西,cured,0
151,2020/1/21,Guizhou,贵州,confirmed_cases,0
152,2020/1/21,Guizhou,贵州,cured,0
153,2020/1/21,Henan,河南,confirmed_cases,1
154,2020/1/21,Henan,河南,cured,0
155,2020/1/21,Hubei,湖北,confirmed_cases,375
156,2020/1/21,Hubei,湖北,cured,28
157,2020/1/21,Hebei,河北,confirmed_cases,0
158,2020/1/21,Hebei,河北,cured,0
159,2020/1/21,Fujian,福建,confirmed_cases,0
160,2020/1/21,Fujian,福建,cured,0
161,2020/1/21,Heilongjiang,黑龙江,confirmed_cases,0
162,2020/1/21,Heilongjiang,黑龙江,cured,0
163,2020/1/21,Hunan,湖南,confirmed_cases,1
164,2020/1/21,Hunan,湖南,cured,0
165,2020/1/21,Hainan,海南,confirmed_cases,0
166,2020/1/21,Hainan,海南,cured,0
167,2020/1/21,Jilin,吉林,confirmed_cases,0
168,2020/1/21,Jilin,吉林,cured,0
169,2020/1/21,Jiangsu,江苏,confirmed_cases,0
170,2020/1/21,Jiangsu,江苏,cured,0
171,2020/1/21,Jiangxi,江西,confirmed_cases,2
172,2020/1/21,Jiangxi,江西,cured,0
173,2020/1/21,Liaoning,辽宁,confirmed_cases,0
174,2020/1/21,Liaoning,辽宁,cured,0
175,2020/1/21,Inner.Mongoria,内蒙古,confirmed_cases,0
176,2020/1/21,Inner.Mongoria,内蒙古,cured,0
177,2020/1/21,Ningxia,宁夏,confirmed_cases,0
178,2020/1/21,Ningxia,宁夏,cured,0
179,2020/1/21,Qinghai,青海,confirmed_cases,0
180,2020/1/21,Qinghai,青海,cured,0
181,2020/1/21,Sichuan,四川,confirmed_cases,1
182,2020/1/21,Sichuan,四川,cured,0
183,2020/1/21,Shandong,山东,confirmed_cases,1
184,2020/1/21,Shandong,山东,cured,0
185,2020/1/21,Shanghai,上海,confirmed_cases,4
186,2020/1/21,Shanghai,上海,cured,0
187,2020/1/21,Shanxi,山西,confirmed_cases,0
188,2020/1/21,Shanxi,山西,cured,0
189,2020/1/21,Shannxi,陕西,confirmed_cases,0
190,2020/1/21,Shannxi,陕西,cured,0
191,2020/1/21,Tianjing,天津,confirmed_cases,2
192,2020/1/21,Tianjing,天津,cured,0
193,2020/1/21,Taiwan,台湾,confirmed_cases,1
194,2020/1/21,Taiwan,台湾,cured,0
195,2020/1/21,Hong.Kong,香港,confirmed_cases,0
196,2020/1/21,Hong.Kong,香港,cured,0
197,2020/1/21,Xinjiang,新疆,confirmed_cases,0
198,2020/1/21,Xinjiang,新疆,cured,0
199,2020/1/21,Tibet,西藏,confirmed_cases,0
200,2020/1/21,Tibet,西藏,cured,0
201,2020/1/21,Yunnan,云南,confirmed_cases,1
202,2020/1/21,Yunnan,云南,cured,0
203,2020/1/21,Zhejiang,浙江,confirmed_cases,5
204,2020/1/21,Zhejiang,浙江,cured,0
205,2020/1/22,Anhui,安徽,confirmed_cases,1
206,2020/1/22,Anhui,安徽,cured,0
207,2020/1/22,Macao,澳门,confirmed_cases,1
208,2020/1/22,Macao,澳门,cured,0
209,2020/1/22,Beijing,北京,confirmed_cases,10
210,2020/1/22,Beijing,北京,cured,0
211,2020/1/22,Chongqing,重庆,confirmed_cases,9
212,2020/1/22,Chongqing,重庆,cured,0
213,2020/1/22,Guangdong,广东,confirmed_cases,32
214,2020/1/22,Guangdong,广东,cured,0
215,2020/1/22,Gansu,甘肃,confirmed_cases,0
216,2020/1/22,Gansu,甘肃,cured,0
217,2020/1/22,Guangxi,广西,confirmed_cases,2
218,2020/1/22,Guangxi,广西,cured,0
219,2020/1/22,Guizhou,贵州,confirmed_cases,1
220,2020/1/22,Guizhou,贵州,cured,0
221,2020/1/22,Henan,河南,confirmed_cases,5
222,2020/1/22,Henan,河南,cured,0
223,2020/1/22,Hubei,湖北,confirmed_cases,444
224,2020/1/22,Hubei,湖北,cured,28
225,2020/1/22,Hebei,河北,confirmed_cases,1
226,2020/1/22,Hebei,河北,cured,0
227,2020/1/22,Fujian,福建,confirmed_cases,1
228,2020/1/22,Fujian,福建,cured,0
229,2020/1/22,Heilongjiang,黑龙江,confirmed_cases,0
230,2020/1/22,Heilongjiang,黑龙江,cured,0
231,2020/1/22,Hunan,湖南,confirmed_cases,4
232,2020/1/22,Hunan,湖南,cured,0
233,2020/1/22,Hainan,海南,confirmed_cases,4
234,2020/1/22,Hainan,海南,cured,0
235,2020/1/22,Jilin,吉林,confirmed_cases,0
236,2020/1/22,Jilin,吉林,cured,0
237,2020/1/22,Jiangsu,江苏,confirmed_cases,1
238,2020/1/22,Jiangsu,江苏,cured,0
239,2020/1/22,Jiangxi,江西,confirmed_cases,3
240,2020/1/22,Jiangxi,江西,cured,0
241,2020/1/22,Liaoning,辽宁,confirmed_cases,2
242,2020/1/22,Liaoning,辽宁,cured,0
243,2020/1/22,Inner.Mongoria,内蒙古,confirmed_cases,0
244,2020/1/22,Inner.Mongoria,内蒙古,cured,0
245,2020/1/22,Ningxia,宁夏,confirmed_cases,1
246,2020/1/22,Ningxia,宁夏,cured,0
247,2020/1/22,Qinghai,青海,confirmed_cases,0
248,2020/1/22,Qinghai,青海,cured,0
249,2020/1/22,Sichuan,四川,confirmed_cases,5
250,2020/1/22,Sichuan,四川,cured,0
251,2020/1/22,Shandong,山东,confirmed_cases,1
252,2020/1/22,Shandong,山东,cured,0
253,2020/1/22,Shanghai,上海,confirmed_cases,16
254,2020/1/22,Shanghai,上海,cured,0
255,2020/1/22,Shanxi,山西,confirmed_cases,1
256,2020/1/22,Shanxi,山西,cured,0
257,2020/1/22,Shannxi,陕西,confirmed_cases,0
258,2020/1/22,Shannxi,陕西,cured,0
259,2020/1/22,Tianjing,天津,confirmed_cases,4
260,2020/1/22,Tianjing,天津,cured,0
261,2020/1/22,Taiwan,台湾,confirmed_cases,1
262,2020/1/22,Taiwan,台湾,cured,0
263,2020/1/22,Hong.Kong,香港,confirmed_cases,0
264,2020/1/22,Hong.Kong,香港,cured,0
265,2020/1/22,Xinjiang,新疆,confirmed_cases,0
266,2020/1/22,Xinjiang,新疆,cured,0
267,2020/1/22,Tibet,西藏,confirmed_cases,0
268,2020/1/22,Tibet,西藏,cured,0
269,2020/1/22,Yunnan,云南,confirmed_cases,2
270,2020/1/22,Yunnan,云南,cured,0
271,2020/1/22,Zhejiang,浙江,confirmed_cases,10
272,2020/1/22,Zhejiang,浙江,cured,0
273,2020/1/23,Anhui,安徽,confirmed_cases,15
274,2020/1/23,Anhui,安徽,cured,0
275,2020/1/23,Macao,澳门,confirmed_cases,2
276,2020/1/23,Macao,澳门,cured,0
277,2020/1/23,Beijing,北京,confirmed_cases,22
278,2020/1/23,Beijing,北京,cured,0
279,2020/1/23,Chongqing,重庆,confirmed_cases,27
280,2020/1/23,Chongqing,重庆,cured,0
281,2020/1/23,Guangdong,广东,confirmed_cases,53
282,2020/1/23,Guangdong,广东,cured,2
283,2020/1/23,Gansu,甘肃,confirmed_cases,2
284,2020/1/23,Gansu,甘肃,cured,0
285,2020/1/23,Guangxi,广西,confirmed_cases,13
286,2020/1/23,Guangxi,广西,cured,0
287,2020/1/23,Guizhou,贵州,confirmed_cases,3
288,2020/1/23,Guizhou,贵州,cured,0
289,2020/1/23,Henan,河南,confirmed_cases,9
290,2020/1/23,Henan,河南,cured,0
291,2020/1/23,Hubei,湖北,confirmed_cases,549
292,2020/1/23,Hubei,湖北,cured,31
293,2020/1/23,Hebei,河北,confirmed_cases,2
294,2020/1/23,Hebei,河北,cured,0
295,2020/1/23,Fujian,福建,confirmed_cases,1
296,2020/1/23,Fujian,福建,cured,0
297,2020/1/23,Heilongjiang,黑龙江,confirmed_cases,4
298,2020/1/23,Heilongjiang,黑龙江,cured,0
299,2020/1/23,Hunan,湖南,confirmed_cases,24
300,2020/1/23,Hunan,湖南,cured,0
301,2020/1/23,Hainan,海南,confirmed_cases,8
302,2020/1/23,Hainan,海南,cured,0
303,2020/1/23,Jilin,吉林,confirmed_cases,1
304,2020/1/23,Jilin,吉林,cured,0
305,2020/1/23,Jiangsu,江苏,confirmed_cases,9
306,2020/1/23,Jiangsu,江苏,cured,0
307,2020/1/23,Jiangxi,江西,confirmed_cases,7
308,2020/1/23,Jiangxi,江西,cured,0
309,2020/1/23,Liaoning,辽宁,confirmed_cases,4
310,2020/1/23,Liaoning,辽宁,cured,0
311,2020/1/23,Inner.Mongoria,内蒙古,confirmed_cases,1
312,2020/1/23,Inner.Mongoria,内蒙古,cured,0
313,2020/1/23,Ningxia,宁夏,confirmed_cases,1
314,2020/1/23,Ningxia,宁夏,cured,0
315,2020/1/23,Qinghai,青海,confirmed_cases,0
316,2020/1/23,Qinghai,青海,cured,0
317,2020/1/23,Sichuan,四川,confirmed_cases,15
318,2020/1/23,Sichuan,四川,cured,0
319,2020/1/23,Shandong,山东,confirmed_cases,6
320,2020/1/23,Shandong,山东,cured,0
321,2020/1/23,Shanghai,上海,confirmed_cases,20
322,2020/1/23,Shanghai,上海,cured,0
323,2020/1/23,Shanxi,山西,confirmed_cases,1
324,2020/1/23,Shanxi,山西,cured,0
325,2020/1/23,Shannxi,陕西,confirmed_cases,3
326,2020/1/23,Shannxi,陕西,cured,0
327,2020/1/23,Tianjing,天津,confirmed_cases,5
328,2020/1/23,Tianjing,天津,cured,0
329,2020/1/23,Taiwan,台湾,confirmed_cases,1
330,2020/1/23,Taiwan,台湾,cured,0
331,2020/1/23,Hong.Kong,香港,confirmed_cases,2
332,2020/1/23,Hong.Kong,香港,cured,0
333,2020/1/23,Xinjiang,新疆,confirmed_cases,2
334,2020/1/23,Xinjiang,新疆,cured,0
335,2020/1/23,Tibet,西藏,confirmed_cases,0
336,2020/1/23,Tibet,西藏,cured,0
337,2020/1/23,Yunnan,云南,confirmed_cases,2
338,2020/1/23,Yunnan,云南,cured,0
339,2020/1/23,Zhejiang,浙江,confirmed_cases,27
340,2020/1/23,Zhejiang,浙江,cured,0
341,2020/1/24,Anhui,安徽,confirmed_cases,39
342,2020/1/24,Anhui,安徽,cured,0
343,2020/1/24,Macao,澳门,confirmed_cases,2
344,2020/1/24,Macao,澳门,cured,0
345,2020/1/24,Beijing,北京,confirmed_cases,36
346,2020/1/24,Beijing,北京,cured,0
347,2020/1/24,Chongqing,重庆,confirmed_cases,57
348,2020/1/24,Chongqing,重庆,cured,0
349,2020/1/24,Guangdong,广东,confirmed_cases,78
350,2020/1/24,Guangdong,广东,cured,2
351,2020/1/24,Gansu,甘肃,confirmed_cases,4
352,2020/1/24,Gansu,甘肃,cured,0
353,2020/1/24,Guangxi,广西,confirmed_cases,23
354,2020/1/24,Guangxi,广西,cured,0
355,2020/1/24,Guizhou,贵州,confirmed_cases,4
356,2020/1/24,Guizhou,贵州,cured,0
357,2020/1/24,Henan,河南,confirmed_cases,32
358,2020/1/24,Henan,河南,cured,0
359,2020/1/24,Hubei,湖北,confirmed_cases,729
360,2020/1/24,Hubei,湖北,cured,32
361,2020/1/24,Hebei,河北,confirmed_cases,8
362,2020/1/24,Hebei,河北,cured,0
363,2020/1/24,Fujian,福建,confirmed_cases,9
364,2020/1/24,Fujian,福建,cured,0
365,2020/1/24,Heilongjiang,黑龙江,confirmed_cases,9
366,2020/1/24,Heilongjiang,黑龙江,cured,0
367,2020/1/24,Hunan,湖南,confirmed_cases,43
368,2020/1/24,Hunan,湖南,cured,0
369,2020/1/24,Hainan,海南,confirmed_cases,8
370,2020/1/24,Hainan,海南,cured,0
371,2020/1/24,Jilin,吉林,confirmed_cases,4
372,2020/1/24,Jilin,吉林,cured,0
373,2020/1/24,Jiangsu,江苏,confirmed_cases,18
374,2020/1/24,Jiangsu,江苏,cured,1
375,2020/1/24,Jiangxi,江西,confirmed_cases,18
376,2020/1/24,Jiangxi,江西,cured,0
377,2020/1/24,Liaoning,辽宁,confirmed_cases,12
378,2020/1/24,Liaoning,辽宁,cured,0
379,2020/1/24,Inner.Mongoria,内蒙古,confirmed_cases,2
380,2020/1/24,Inner.Mongoria,内蒙古,cured,0
381,2020/1/24,Ningxia,宁夏,confirmed_cases,3
382,2020/1/24,Ningxia,宁夏,cured,0
383,2020/1/24,Qinghai,青海,confirmed_cases,1
384,2020/1/24,Qinghai,青海,cured,0
385,2020/1/24,Sichuan,四川,confirmed_cases,28
386,2020/1/24,Sichuan,四川,cured,0
387,2020/1/24,Shandong,山东,confirmed_cases,21
388,2020/1/24,Shandong,山东,cured,0
389,2020/1/24,Shanghai,上海,confirmed_cases,33
390,2020/1/24,Shanghai,上海,cured,1
391,2020/1/24,Shanxi,山西,confirmed_cases,6
392,2020/1/24,Shanxi,山西,cured,0
393,2020/1/24,Shannxi,陕西,confirmed_cases,5
394,2020/1/24,Shannxi,陕西,cured,0
395,2020/1/24,Tianjing,天津,confirmed_cases,8
396,2020/1/24,Tianjing,天津,cured,0
397,2020/1/24,Taiwan,台湾,confirmed_cases,2
398,2020/1/24,Taiwan,台湾,cured,0
399,2020/1/24,Hong.Kong,香港,confirmed_cases,2
400,2020/1/24,Hong.Kong,香港,cured,0
401,2020/1/24,Xinjiang,新疆,confirmed_cases,3
402,2020/1/24,Xinjiang,新疆,cured,0
403,2020/1/24,Tibet,西藏,confirmed_cases,0
404,2020/1/24,Tibet,西藏,cured,0
405,2020/1/24,Yunnan,云南,confirmed_cases,5
406,2020/1/24,Yunnan,云南,cured,0
407,2020/1/24,Zhejiang,浙江,confirmed_cases,62
408,2020/1/24,Zhejiang,浙江,cured,0
409,2020/1/25,Anhui,安徽,confirmed_cases,60
410,2020/1/25,Anhui,安徽,cured,0
411,2020/1/25,Macao,澳门,confirmed_cases,2
412,2020/1/25,Macao,澳门,cured,0
413,2020/1/25,Beijing,北京,confirmed_cases,36
414,2020/1/25,Beijing,北京,cured,0
415,2020/1/25,Chongqing,重庆,confirmed_cases,75
416,2020/1/25,Chongqing,重庆,cured,0
417,2020/1/25,Guangdong,广东,confirmed_cases,98
418,2020/1/25,Guangdong,广东,cured,2
419,2020/1/25,Gansu,甘肃,confirmed_cases,7
420,2020/1/25,Gansu,甘肃,cured,0
421,2020/1/25,Guangxi,广西,confirmed_cases,33
422,2020/1/25,Guangxi,广西,cured,0
423,2020/1/25,Guizhou,贵州,confirmed_cases,5
424,2020/1/25,Guizhou,贵州,cured,0
425,2020/1/25,Henan,河南,confirmed_cases,83
426,2020/1/25,Henan,河南,cured,0
427,2020/1/25,Hubei,湖北,confirmed_cases,1052
428,2020/1/25,Hubei,湖北,cured,42
429,2020/1/25,Hebei,河北,confirmed_cases,13
430,2020/1/25,Hebei,河北,cured,0
431,2020/1/25,Fujian,福建,confirmed_cases,18
432,2020/1/25,Fujian,福建,cured,0
433,2020/1/25,Heilongjiang,黑龙江,confirmed_cases,15
434,2020/1/25,Heilongjiang,黑龙江,cured,0
435,2020/1/25,Hunan,湖南,confirmed_cases,69
436,2020/1/25,Hunan,湖南,cured,0
437,2020/1/25,Hainan,海南,confirmed_cases,19
438,2020/1/25,Hainan,海南,cured,0
439,2020/1/25,Jilin,吉林,confirmed_cases,4
440,2020/1/25,Jilin,吉林,cured,0
441,2020/1/25,Jiangsu,江苏,confirmed_cases,31
442,2020/1/25,Jiangsu,江苏,cured,1
443,2020/1/25,Jiangxi,江西,confirmed_cases,36
444,2020/1/25,Jiangxi,江西,cured,0
445,2020/1/25,Liaoning,辽宁,confirmed_cases,17
446,2020/1/25,Liaoning,辽宁,cured,0
447,2020/1/25,Inner.Mongoria,内蒙古,confirmed_cases,7
448,2020/1/25,Inner.Mongoria,内蒙古,cured,0
449,2020/1/25,Ningxia,宁夏,confirmed_cases,4
450,2020/1/25,Ningxia,宁夏,cured,0
451,2020/1/25,Qinghai,青海,confirmed_cases,1
452,2020/1/25,Qinghai,青海,cured,0
453,2020/1/25,Sichuan,四川,confirmed_cases,44
454,2020/1/25,Sichuan,四川,cured,0
455,2020/1/25,Shandong,山东,confirmed_cases,39
456,2020/1/25,Shandong,山东,cured,0
457,2020/1/25,Shanghai,上海,confirmed_cases,40
458,2020/1/25,Shanghai,上海,cured,1
459,2020/1/25,Shanxi,山西,confirmed_cases,9
460,2020/1/25,Shanxi,山西,cured,0
461,2020/1/25,Shannxi,陕西,confirmed_cases,15
462,2020/1/25,Shannxi,陕西,cured,0
463,2020/1/25,Tianjing,天津,confirmed_cases,10
464,2020/1/25,Tianjing,天津,cured,0
465,2020/1/25,Taiwan,台湾,confirmed_cases,3
466,2020/1/25,Taiwan,台湾,cured,0
467,2020/1/25,Hong.Kong,香港,confirmed_cases,2
468,2020/1/25,Hong.Kong,香港,cured,0
469,2020/1/25,Xinjiang,新疆,confirmed_cases,4
470,2020/1/25,Xinjiang,新疆,cured,0
471,2020/1/25,Tibet,西藏,confirmed_cases,0
472,2020/1/25,Tibet,西藏,cured,0
473,2020/1/25,Yunnan,云南,confirmed_cases,11
474,2020/1/25,Yunnan,云南,cured,0
475,2020/1/25,Zhejiang,浙江,confirmed_cases,104
476,2020/1/25,Zhejiang,浙江,cured,0
477,2020/1/26,Anhui,安徽,confirmed_cases,70
478,2020/1/26,Anhui,安徽,cured,0
479,2020/1/26,Macao,澳门,confirmed_cases,5
480,2020/1/26,Macao,澳门,cured,0
481,2020/1/26,Beijing,北京,confirmed_cases,54
482,2020/1/26,Beijing,北京,cured,0
483,2020/1/26,Chongqing,重庆,confirmed_cases,110
484,2020/1/26,Chongqing,重庆,cured,0
485,2020/1/26,Guangdong,广东,confirmed_cases,146
486,2020/1/26,Guangdong,广东,cured,2
487,2020/1/26,Gansu,甘肃,confirmed_cases,14
488,2020/1/26,Gansu,甘肃,cured,0
489,2020/1/26,Guangxi,广西,confirmed_cases,46
490,2020/1/26,Guangxi,广西,cured,0
491,2020/1/26,Guizhou,贵州,confirmed_cases,7
492,2020/1/26,Guizhou,贵州,cured,0
493,2020/1/26,Henan,河南,confirmed_cases,128
494,2020/1/26,Henan,河南,cured,0
495,2020/1/26,Hubei,湖北,confirmed_cases,1423
496,2020/1/26,Hubei,湖北,cured,44
497,2020/1/26,Hebei,河北,confirmed_cases,18
498,2020/1/26,Hebei,河北,cured,0
499,2020/1/26,Fujian,福建,confirmed_cases,35
500,2020/1/26,Fujian,福建,cured,0
501,2020/1/26,Heilongjiang,黑龙江,confirmed_cases,21
502,2020/1/26,Heilongjiang,黑龙江,cured,0
503,2020/1/26,Hunan,湖南,confirmed_cases,100
504,2020/1/26,Hunan,湖南,cured,0
505,2020/1/26,Hainan,海南,confirmed_cases,22
506,2020/1/26,Hainan,海南,cured,0
507,2020/1/26,Jilin,吉林,confirmed_cases,6
508,2020/1/26,Jilin,吉林,cured,0
509,2020/1/26,Jiangsu,江苏,confirmed_cases,47
510,2020/1/26,Jiangsu,江苏,cured,1
511,2020/1/26,Jiangxi,江西,confirmed_cases,48
512,2020/1/26,Jiangxi,江西,cured,0
513,2020/1/26,Liaoning,辽宁,confirmed_cases,22
514,2020/1/26,Liaoning,辽宁,cured,0
515,2020/1/26,Inner.Mongoria,内蒙古,confirmed_cases,11
516,2020/1/26,Inner.Mongoria,内蒙古,cured,0
517,2020/1/26,Ningxia,宁夏,confirmed_cases,7
518,2020/1/26,Ningxia,宁夏,cured,0
519,2020/1/26,Qinghai,青海,confirmed_cases,4
520,2020/1/26,Qinghai,青海,cured,0
521,2020/1/26,Sichuan,四川,confirmed_cases,69
522,2020/1/26,Sichuan,四川,cured,0
523,2020/1/26,Shandong,山东,confirmed_cases,63
524,2020/1/26,Shandong,山东,cured,0
525,2020/1/26,Shanghai,上海,confirmed_cases,53
526,2020/1/26,Shanghai,上海,cured,1
527,2020/1/26,Shanxi,山西,confirmed_cases,13
528,2020/1/26,Shanxi,山西,cured,0
529,2020/1/26,Shannxi,陕西,confirmed_cases,22
530,2020/1/26,Shannxi,陕西,cured,0
531,2020/1/26,Tianjing,天津,confirmed_cases,14
532,2020/1/26,Tianjing,天津,cured,0
533,2020/1/26,Taiwan,台湾,confirmed_cases,4
534,2020/1/26,Taiwan,台湾,cured,0
